DEPTH,BS,CALI,GR,SP,RESS,RESM,RESD,DENS,NEUT,PEF,DRHO,DTC
3441.192,6.25,6.697,77.014,-323.346,17.888,18.778,19.905,2.679,0.189,3.833,0.038,64.564
3441.344,6.25,6.548,81.245,-301.742,17.021,17.635,18.706,2.665,0.184,3.741,0.03,64.448
3441.497,6.25,6.548,81.032,-293.954,16.043,16.316,17.279,2.648,0.179,3.68,0.026,66.05
3441.649,6.25,6.56,89.212,-300.59,12.294,12.229,12.86,2.621,0.193,3.597,0.02,68.758
3441.802,6.25,6.64,90.759,-306.258,12.1,12.063,12.731,2.59,0.213,3.488,0.012,70.854
3441.954,6.25,6.754,88.457,-309.629,13.53,13.44,14.16,2.566,0.221,3.398,0.008,71.656
3442.106,6.25,6.685,79.545,-313.625,13.446,13.343,13.986,2.563,0.231,3.371,0.011,72.11
3442.259,6.25,6.708,74.91,-317.934,13.452,13.407,14.015,2.566,0.217,3.383,0.014,71.546
3442.411,6.25,6.678,73.881,-320.837,11.965,12.017,12.421,2.563,0.226,3.42,0.011,71.41
3442.564,6.25,6.716,79.126,-326.475,11.354,11.758,12.129,2.555,0.23,3.496,0.007,71.411
3442.716,6.25,6.833,79.24,-333.492,10.933,11.439,11.814,2.565,0.246,3.614,0.01,71.392
3442.868,6.25,6.86,79.156,-342.308,13.013,13.795,14.298,2.582,0.248,3.672,0.017,71.434
3443.021,6.25,6.697,78.02,-339.467,12.294,12.77,13.168,2.598,0.246,3.63,0.025,71.459
3443.173,6.25,6.776,77.052,-347.304,11.528,11.963,12.456,2.583,0.246,3.487,0.024,71.467
3443.326,6.25,6.64,77.479,-363.579,11.257,11.675,12.295,2.555,0.243,3.352,0.016,71.474
3443.478,6.25,6.67,77.151,-351.3,12.048,12.3,13.003,2.539,0.237,3.308,0.01,71.468
3443.63,6.25,6.64,79.347,-322.325,12.541,12.654,13.535,2.542,0.238,3.345,0.008,71.492
3443.783,6.25,6.647,75.138,-316.275,12.044,12.23,13.191,2.556,0.235,3.435,0.011,70.802
3443.935,6.25,6.662,79.652,-308.479,12.59,12.827,13.926,2.577,0.223,3.525,0.018,69.128
3444.088,6.25,6.628,80.018,-305.313,12.82,13.089,14.249,2.599,0.192,3.576,0.023,70.15
3444.24,6.25,6.769,90.386,-297.258,12.993,13.271,14.443,2.607,0.175,3.553,0.021,69.411
3444.392,6.25,6.537,89.166,-283.109,16.675,17.124,18.77,2.605,0.178,3.496,0.014,69.429
3444.545,6.25,6.548,93.313,-273.609,13.934,13.584,14.937,2.591,0.19,3.457,0.005,69.439
3444.697,6.25,6.708,87.496,-270.438,16.115,15.757,17.784,2.6,0.193,3.552,0.004,69.456
3444.85,6.25,6.731,89.105,-278.974,15.109,15.088,16.586,2.62,0.194,3.69,0.005,69.491
3445.002,6.25,6.651,89.349,-286.552,11.176,11.262,12.282,2.651,0.194,3.823,0.008,69.507
3445.154,6.25,6.594,94.764,-295.412,10.971,11.091,12.117,2.668,0.188,3.883,0.009,69.52
3445.307,6.25,6.583,100.825,-291.5,10.96,11.115,12.14,2.658,0.191,3.891,0.008,69.533
3445.459,6.25,6.526,109.04,-284.294,10.963,11.157,12.198,2.65,0.202,3.895,0.011,69.535
3445.612,6.25,6.488,114.529,-301.448,11.125,11.32,12.365,2.634,0.209,3.858,0.013,69.55
3445.764,6.25,6.491,113.009,-316.976,11.449,11.651,12.72,2.635,0.213,3.843,0.022,69.565
3445.916,6.25,6.556,108.059,-321.558,12.006,12.184,13.264,2.629,0.224,3.813,0.025,69.57
3446.069,6.25,6.594,104.83,-306.85,12.076,12.277,13.345,2.621,0.242,3.767,0.023,69.572
3446.221,6.25,6.602,98.701,-269.781,12.302,12.481,13.57,2.612,0.249,3.679,0.014,69.586
3446.374,6.25,6.617,97.228,-264.767,12.467,12.637,13.704,2.611,0.253,3.617,0.008,69.593
3446.526,6.25,6.514,92.869,-267.848,11.996,12.142,13.149,2.61,0.254,3.611,0.006,69.597
3446.678,6.25,6.548,96.751,-271.154,12.002,12.321,13.222,2.609,0.243,3.666,0.005,69.599
3446.831,6.25,6.594,99.055,-276.234,12.274,12.93,13.834,2.611,0.226,3.708,0.006,69.601
3446.983,6.25,6.526,100.214,-282.398,10.721,11.376,12.112,2.621,0.223,3.717,0.009,69.65
3447.136,6.25,6.495,92.773,-290.6,10.422,11.079,11.795,2.615,0.224,3.646,0.011,69.649
3447.288,6.25,6.503,81.36,-297.742,9.447,10.099,10.695,2.591,0.219,3.528,0.008,69.677
3447.44,6.25,6.412,74.826,-304.708,12.379,13.628,14.276,2.571,0.213,3.434,0.006,69.784
3447.593,6.25,6.457,77.632,-313.859,11.692,12.804,13.283,2.552,0.206,3.406,0.001,69.765
3447.745,6.25,6.488,78.394,-325.902,9.118,9.883,10.374,2.546,0.214,3.429,0.0,70.476
3447.898,6.25,6.533,80.902,-336.596,9.61,10.083,10.779,2.56,0.231,3.473,0.008,71.511
3448.05,6.25,6.651,82.442,-353.246,11.445,11.685,12.588,2.571,0.239,3.47,0.012,71.863
3448.202,6.25,6.605,92.048,-335.725,12.894,12.843,13.872,2.577,0.246,3.441,0.02,72.156
3448.355,6.25,6.495,91.598,-322.43,12.437,12.164,13.229,2.562,0.233,3.369,0.019,72.185
3448.507,6.25,6.488,89.448,-326.1,9.453,9.275,10.289,2.554,0.216,3.326,0.019,72.03
3448.66,6.25,6.48,80.643,-289.359,9.52,9.552,10.772,2.549,0.185,3.324,0.013,71.149
3448.812,6.25,6.45,77.067,-272.875,10.407,10.581,11.987,2.561,0.158,3.403,0.007,70.048
3448.964,6.25,6.4,77.616,-267.258,14.691,15.151,17.237,2.606,0.144,3.528,0.004,66.284
3449.117,6.25,6.518,80.932,-265.517,43.398,45.859,52.767,2.624,0.156,3.583,0.002,63.363
3449.269,6.25,6.503,83.006,-263.922,41.054,43.638,52.178,2.604,0.181,3.519,-0.002,65.903
3449.422,6.25,6.457,79.347,-262.617,20.351,21.532,25.945,2.553,0.204,3.355,-0.003,70.938
3449.574,6.25,6.491,76.602,-267.055,13.196,13.972,16.899,2.525,0.21,3.278,0.0,72.633
3449.726,6.25,6.594,77.334,-271.487,11.552,12.071,14.367,2.521,0.212,3.311,0.006,72.834
3449.879,6.25,6.503,77.448,-273.723,9.403,10.504,11.969,2.522,0.221,3.398,0.012,72.709
3450.031,6.25,6.491,75.924,-275.234,8.065,9.429,10.365,2.524,0.224,3.42,0.014,72.694
3450.184,6.25,6.48,73.263,-276.692,7.887,9.525,10.359,2.519,0.241,3.357,0.008,72.672
3450.336,6.25,6.48,72.844,-278.242,7.822,9.536,10.318,2.521,0.245,3.287,0.005,72.155
3450.488,6.25,6.48,75.169,-281.336,7.81,9.571,10.312,2.518,0.246,3.245,0.005,71.999
3450.641,6.25,6.491,76.999,-284.996,8.152,10.072,10.818,2.519,0.239,3.251,0.012,71.917
3450.793,6.25,6.51,78.462,-288.525,8.591,10.684,11.472,2.511,0.223,3.267,0.014,71.527
3450.946,6.25,6.389,75.604,-286.941,8.174,10.155,10.878,2.498,0.221,3.263,0.012,71.135
3451.098,6.25,6.366,74.46,-272.696,6.737,8.329,8.866,2.492,0.215,3.257,0.011,70.805
3451.25,6.25,6.412,75.588,-285.32,7.279,9.352,9.994,2.492,0.223,3.249,0.009,70.328
3451.403,6.25,6.378,73.927,-293.809,8.515,11.035,11.801,2.506,0.229,3.256,0.013,70.277
3451.555,6.25,6.378,75.047,-300.188,7.808,9.665,10.325,2.506,0.231,3.242,0.013,70.383
3451.708,6.25,6.366,72.074,-306.196,7.824,9.247,9.953,2.505,0.232,3.235,0.014,70.353
3451.86,6.25,6.406,74.879,-311.949,7.858,8.908,9.693,2.493,0.228,3.238,0.012,70.663
3452.012,6.25,6.419,73.416,-320.93,8.012,9.04,9.971,2.499,0.214,3.283,0.019,70.347
3452.165,6.25,6.457,75.359,-333.754,8.152,9.131,10.194,2.525,0.187,3.368,0.028,68.866
3452.317,6.25,6.469,77.303,-347.246,8.272,9.152,10.267,2.563,0.155,3.469,0.029,66.939
3452.47,6.25,6.503,80.597,-357.605,8.56,9.367,10.564,2.607,0.139,3.575,0.026,64.001
3452.622,6.25,6.548,87.916,-349.621,10.457,11.456,13.014,2.629,0.134,3.642,0.016,60.468
3452.774,6.25,6.655,92.719,-350.883,17.354,19.261,22.36,2.639,0.133,3.675,0.011,59.256
3452.927,6.25,6.64,98.208,-346.141,14.729,16.22,19.032,2.635,0.125,3.698,0.006,58.328
3453.079,6.25,6.586,97.178,-352.954,38.049,42.338,50.148,2.635,0.122,3.741,0.002,58.513
3453.232,6.25,6.526,97.407,-293.57,46.969,50.374,59.928,2.647,0.118,3.822,0.005,58.48
3453.384,6.25,6.518,102.408,-252.758,45.862,46.191,54.831,2.65,0.133,3.863,0.009,58.565
3453.536,6.25,6.503,104.924,-272.848,24.383,22.117,25.37,2.645,0.155,3.856,0.012,62.151
3453.689,6.25,6.564,108.561,-279.758,29.77,28.048,32.264,2.631,0.184,3.792,0.013,65.604
3453.841,6.25,6.503,104.612,-284.487,17.214,15.515,16.975,2.613,0.183,3.703,0.009,68.948
3453.994,6.25,6.503,105.069,-290.105,17.752,16.349,18.041,2.61,0.175,3.642,0.006,71.196
3454.146,6.25,6.564,100.922,-294.836,20.232,18.893,20.913,2.629,0.17,3.641,0.014,71.681
3454.298,6.25,6.526,100.121,-301.204,28.298,27.548,30.642,2.644,0.176,3.642,0.018,71.758
3454.451,6.25,6.518,98.52,-321.816,23.791,22.788,24.478,2.639,0.177,3.602,0.017,71.83
3454.603,6.25,6.503,103.399,-341.836,15.885,15.25,16.139,2.625,0.186,3.544,0.008,71.931
3454.756,6.25,6.647,102.827,-304.325,17.235,17.381,18.256,2.616,0.207,3.512,0.004,71.951
3454.908,6.25,6.651,102.713,-264.371,13.368,13.387,13.898,2.624,0.227,3.533,0.005,72.059
3455.06,6.25,6.602,99.42,-265.449,12.605,12.352,12.73,2.621,0.234,3.545,0.004,72.069
3455.213,6.25,6.564,104.985,-271.233,11.144,11.091,11.505,2.63,0.228,3.612,0.007,72.093
3455.365,6.25,6.548,110.817,-274.684,13.539,13.686,14.33,2.633,0.228,3.668,0.008,71.147
3455.518,6.25,6.503,116.718,-275.844,11.83,12.027,12.671,2.637,0.224,3.715,0.011,71.0
3455.67,6.25,6.495,117.9,-279.612,11.577,11.851,12.499,2.637,0.217,3.682,0.01,70.696
3455.822,6.25,6.48,118.937,-289.141,11.598,11.835,12.488,2.628,0.23,3.595,0.008,70.471
3455.975,6.25,6.465,115.506,-302.699,11.525,11.793,12.452,2.629,0.239,3.542,0.007,70.79
3456.127,6.25,6.503,117.907,-311.183,11.517,11.777,12.428,2.638,0.251,3.561,0.013,71.023
3456.28,6.25,6.526,118.395,-318.211,11.499,11.766,12.412,2.652,0.24,3.644,0.017,71.188
3456.432,6.25,6.514,123.655,-327.094,11.588,11.849,12.498,2.658,0.239,3.702,0.015,71.019
3456.584,6.25,6.503,115.437,-339.68,11.696,11.912,12.569,2.657,0.236,3.724,0.008,71.365
3456.737,6.25,6.503,111.054,-340.938,11.821,12.072,12.706,2.658,0.239,3.716,0.005,71.756
3456.889,6.25,6.503,106.365,-288.402,11.962,12.24,12.93,2.659,0.231,3.688,0.007,71.966
3457.042,6.25,6.51,110.123,-271.59,11.623,11.851,12.502,2.647,0.233,3.645,0.005,72.005
3457.194,6.25,6.533,112.411,-276.571,11.817,12.08,12.8,2.643,0.224,3.633,0.005,71.524
3457.346,6.25,6.56,114.248,-280.489,11.283,11.543,12.247,2.645,0.231,3.64,0.005,71.435
3457.499,6.25,6.488,117.907,-285.773,11.223,11.48,12.225,2.648,0.23,3.628,0.006,71.306
3457.651,6.25,6.503,117.335,-289.875,11.802,12.018,12.786,2.653,0.233,3.605,0.006,71.323
3457.804,6.25,6.51,120.072,-293.688,11.917,12.146,12.851,2.652,0.237,3.568,0.007,71.381
3457.956,6.25,6.503,119.191,-299.137,11.809,12.086,12.747,2.653,0.243,3.544,0.008,71.384
3458.108,6.25,6.503,117.132,-306.176,11.756,12.035,12.656,2.643,0.239,3.529,0.006,71.421
3458.261,6.25,6.503,113.588,-316.602,12.192,12.485,13.02,2.64,0.243,3.568,0.005,71.662
3458.413,6.25,6.503,113.15,-317.43,12.63,12.868,13.393,2.642,0.243,3.62,0.006,71.918
3458.566,6.25,6.503,113.379,-278.879,12.004,12.107,12.54,2.643,0.24,3.615,0.006,72.074
3458.718,6.25,6.556,112.773,-282.763,12.167,12.148,12.602,2.629,0.221,3.562,0.002,72.285
3458.87,6.25,6.488,110.944,-292.567,12.283,12.127,12.646,2.625,0.228,3.506,0.0,70.318
3459.023,6.25,6.491,107.17,-299.45,12.548,12.118,12.708,2.625,0.222,3.526,0.001,69.281
3459.175,6.25,6.48,93.481,-303.938,14.647,14.007,14.744,2.637,0.176,3.578,0.004,67.906
3459.328,6.25,6.503,87.26,-309.367,16.475,15.68,16.486,2.642,0.14,3.638,0.006,67.581
3459.48,6.25,6.503,92.604,-316.3,13.683,12.895,13.474,2.647,0.149,3.696,0.006,66.637
3459.632,6.25,6.427,105.023,-317.462,15.848,15.538,16.462,2.653,0.217,3.779,0.009,65.389
3459.785,6.25,6.4,112.098,-307.302,22.957,23.038,24.243,2.658,0.274,3.867,0.016,63.169
3459.937,6.25,6.389,107.829,-296.607,31.291,31.71,33.471,2.667,0.228,3.905,0.031,61.163
3460.09,6.25,6.389,109.361,-290.915,63.708,66.271,69.313,2.664,0.231,3.846,0.036,60.571
3460.242,6.25,6.389,110.882,-291.011,14.539,13.732,14.423,2.655,0.234,3.738,0.031,63.72
3460.394,6.25,6.389,112.303,-303.309,13.093,12.127,12.436,2.641,0.243,3.635,0.02,69.246
3460.547,6.25,6.404,110.534,-312.805,12.939,12.704,12.944,2.638,0.237,3.591,0.017,71.851
3460.699,6.25,6.389,101.278,-321.29,15.325,15.702,16.046,2.631,0.217,3.583,0.016,68.812
3460.852,6.25,6.419,92.022,-331.136,18.182,18.864,19.235,2.636,0.181,3.612,0.019,65.934
3461.004,6.25,6.434,86.748,-343.849,20.183,21.121,21.506,2.635,0.168,3.617,0.018,64.078
3461.156,6.25,6.579,88.811,-358.5,26.897,28.467,28.612,2.63,0.155,3.595,0.016,63.921
3461.309,6.25,6.51,98.067,-331.618,32.435,34.56,34.675,2.614,0.158,3.543,0.01,64.647
3461.461,6.25,6.446,98.82,-302.823,30.693,32.255,32.311,2.611,0.158,3.508,0.007,65.313
3461.614,6.25,6.548,100.417,-296.129,13.14,13.331,13.717,2.622,0.18,3.526,0.004,66.525
3461.766,6.25,6.594,96.435,-253.985,29.798,29.485,31.519,2.64,0.172,3.603,0.004,67.536
3461.918,6.25,6.594,93.098,-237.662,16.424,15.96,17.195,2.638,0.172,3.671,0.003,67.151
3462.071,6.25,6.556,90.838,-241.361,13.312,13.145,14.227,2.644,0.193,3.734,0.007,64.285
3462.223,6.25,6.48,90.623,-243.162,13.85,13.538,14.482,2.643,0.208,3.75,0.009,64.465
3462.376,6.25,6.518,97.511,-244.426,14.442,14.004,14.888,2.651,0.213,3.775,0.009,66.773
3462.528,6.25,6.51,100.74,-246.294,14.878,14.413,15.32,2.651,0.205,3.787,0.008,68.054
3462.68,6.25,6.526,107.198,-249.114,15.727,15.211,16.127,2.651,0.217,3.775,0.006,69.037
3462.833,6.25,6.548,110.857,-240.581,18.085,17.773,18.752,2.648,0.227,3.73,0.006,71.18
3462.985,6.25,6.537,112.256,-236.643,12.088,12.123,12.643,2.645,0.243,3.679,0.005,71.836
3463.138,6.25,6.526,111.717,-236.169,12.282,12.493,12.812,2.642,0.239,3.669,0.002,71.86
3463.29,6.25,6.503,109.673,-241.691,12.273,12.487,12.916,2.644,0.228,3.708,0.001,71.893
3463.442,6.25,6.495,107.52,-251.228,11.908,12.187,12.535,2.649,0.222,3.763,0.002,71.841
3463.595,6.25,6.472,104.291,-254.32,11.687,12.013,12.287,2.633,0.219,3.794,0.001,71.77
3463.747,6.25,6.472,103.323,-257.257,11.649,11.995,12.252,2.619,0.226,3.779,0.0,71.708
3463.9,6.25,6.503,108.22,-259.938,11.622,12.01,12.244,2.614,0.23,3.728,-0.001,71.934
3464.052,6.25,6.503,111.987,-265.504,11.991,12.367,12.509,2.628,0.234,3.681,0.002,71.606
3464.204,6.25,6.488,115.108,-268.643,12.012,12.431,12.393,2.628,0.235,3.671,0.003,71.941
3464.357,6.25,6.472,111.825,-271.382,11.463,11.929,11.792,2.628,0.238,3.675,0.003,72.259
3464.509,6.25,6.48,115.239,-273.42,11.748,12.098,12.011,2.626,0.242,3.671,0.003,71.883
3464.662,6.25,6.457,113.41,-275.857,11.87,12.205,12.13,2.629,0.238,3.642,0.004,71.853
3464.814,6.25,6.404,115.778,-277.592,11.961,12.21,12.169,2.63,0.238,3.667,0.004,71.874
3464.966,6.25,6.389,109.565,-280.118,11.936,12.204,12.176,2.628,0.243,3.715,0.004,71.909
3465.119,6.25,6.419,109.027,-284.962,12.065,12.245,12.242,2.638,0.243,3.822,0.009,71.917
3465.271,6.25,6.412,104.399,-297.423,12.289,11.899,12.046,2.65,0.235,3.925,0.02,71.9
3465.424,6.25,6.427,105.326,-306.293,12.396,12.23,12.769,2.665,0.21,4.023,0.035,71.784
3465.576,6.25,6.412,104.339,-313.955,24.954,25.415,26.987,2.674,0.157,4.085,0.051,71.47
3465.728,6.25,6.412,107.747,-329.781,31.109,31.503,33.493,2.675,0.133,4.12,0.058,68.74
3465.881,6.25,6.434,110.593,-323.74,38.675,39.266,41.747,2.668,0.121,4.143,0.054,64.908
3466.033,6.25,6.419,112.525,-263.552,39.635,40.195,42.798,2.659,0.132,4.133,0.041,63.452
3466.186,6.25,6.366,109.78,-261.967,39.516,40.098,42.766,2.651,0.13,4.081,0.031,62.818
3466.338,6.25,6.366,105.645,-261.257,38.792,39.55,42.399,2.655,0.122,3.991,0.023,62.169
3466.49,6.25,6.434,103.205,-259.997,26.64,26.967,29.747,2.66,0.117,3.899,0.017,62.345
3466.643,6.25,6.457,104.377,-263.705,37.338,35.957,40.694,2.664,0.115,3.867,0.011,61.178
3466.795,6.25,6.503,107.844,-266.852,36.76,35.578,41.051,2.66,0.124,3.865,0.007,60.404
3466.948,6.25,6.404,109.064,-267.431,38.315,36.271,40.753,2.653,0.124,3.853,0.005,60.124
3467.1,6.25,6.389,111.182,-267.549,40.671,38.853,43.703,2.649,0.123,3.792,0.005,60.3
3467.252,6.25,6.412,110.936,-268.719,42.346,41.321,46.689,2.653,0.119,3.745,0.009,60.144
3467.405,6.25,6.389,110.979,-272.427,38.183,37.433,42.033,2.664,0.122,3.776,0.015,60.801
3467.557,6.25,6.434,111.45,-288.319,31.469,30.956,34.343,2.665,0.129,3.844,0.017,61.828
3467.71,6.25,6.495,111.503,-324.781,41.82,43.051,47.416,2.662,0.137,3.89,0.022,61.62
3467.862,6.25,6.397,110.647,-355.188,22.048,22.134,23.622,2.646,0.155,3.839,0.019,61.984
3468.014,6.25,6.442,110.139,-359.474,13.284,13.264,13.832,2.636,0.191,3.749,0.016,62.002
3468.167,6.25,6.419,108.052,-340.385,12.79,12.764,13.17,2.628,0.236,3.65,0.011,62.225
3468.319,6.25,6.48,111.102,-318.539,12.75,12.728,13.097,2.626,0.252,3.56,0.007,63.95
3468.472,6.25,6.537,113.643,-276.72,12.759,12.717,13.086,2.634,0.24,3.519,0.008,65.769
3468.624,6.25,6.586,117.811,-259.208,12.896,12.861,13.093,2.637,0.234,3.527,0.006,68.314
3468.776,6.25,6.617,114.654,-246.888,12.82,13.345,13.29,2.642,0.221,3.598,0.007,70.581
3468.929,6.25,6.571,110.032,-247.806,11.972,12.491,12.573,2.646,0.223,3.662,0.009,71.023
3469.081,6.25,6.541,100.883,-253.403,11.735,12.13,12.528,2.651,0.217,3.693,0.012,70.855
3469.234,6.25,6.503,97.609,-256.948,12.081,12.451,12.9,2.649,0.221,3.676,0.013,71.325
3469.386,6.25,6.419,89.526,-257.635,12.477,12.834,13.356,2.624,0.225,3.617,0.009,71.965
3469.538,6.25,6.434,86.984,-257.809,12.852,13.328,13.871,2.603,0.227,3.599,0.009,71.595
3469.691,6.25,6.434,88.129,-265.983,13.306,13.836,14.415,2.603,0.228,3.645,0.017,70.168
3469.843,6.25,6.632,93.902,-285.358,14.025,14.648,15.306,2.623,0.213,3.73,0.026,69.556
3469.996,6.25,6.693,96.748,-252.076,14.678,15.477,16.185,2.631,0.2,3.778,0.031,69.433
3470.148,6.25,6.564,102.644,-248.462,16.019,16.992,17.77,2.599,0.211,3.74,0.024,69.411
3470.3,6.25,6.67,103.765,-249.351,14.911,15.726,16.409,2.553,0.225,3.648,0.016,69.08
3470.453,6.25,6.662,109.153,-251.201,31.312,34.679,37.597,2.521,0.246,3.545,0.007,68.464
3470.605,6.25,6.594,106.349,-252.045,8.272,8.315,8.761,2.524,0.224,3.511,0.001,64.957
3470.758,6.25,6.594,110.433,-251.156,11.347,11.402,12.216,2.545,0.221,3.485,-0.002,69.898
3470.91,6.25,6.609,109.882,-253.171,11.325,12.026,12.885,2.567,0.233,3.476,-0.002,73.45
3471.062,6.25,6.632,106.282,-256.392,11.429,12.131,12.966,2.588,0.24,3.474,0.001,72.328
3471.215,6.25,6.693,102.826,-253.448,11.412,12.108,12.943,2.601,0.242,3.523,0.002,72.462
3471.367,6.25,6.761,102.665,-258.576,11.417,12.083,12.887,2.611,0.219,3.578,0.002,72.641
3471.52,6.25,6.67,106.121,-271.878,11.263,11.965,12.76,2.62,0.202,3.591,0.002,72.949
3471.672,6.25,6.495,104.949,-276.444,10.968,11.686,12.402,2.624,0.2,3.576,0.003,73.151
3471.824,6.25,6.442,101.798,-279.788,11.268,12.215,12.869,2.624,0.208,3.561,0.005,73.128
3471.977,6.25,6.45,96.919,-282.355,12.612,13.842,14.598,2.631,0.208,3.618,0.012,71.27
3472.129,6.25,6.594,95.245,-286.528,13.387,14.266,15.4,2.644,0.206,3.706,0.023,69.885
3472.282,6.25,6.632,95.346,-292.573,13.25,13.711,14.997,2.661,0.186,3.779,0.033,69.141
3472.434,6.25,6.548,100.659,-298.472,12.344,12.332,13.513,2.655,0.161,3.745,0.029,69.248
3472.586,6.25,6.548,103.911,-305.868,13.359,13.317,14.654,2.643,0.147,3.672,0.019,68.715
3472.739,6.25,6.526,103.911,-318.177,14.742,14.849,16.44,2.625,0.156,3.613,0.008,67.789
3472.891,6.25,6.533,102.563,-306.233,14.976,15.063,16.663,2.618,0.174,3.62,0.005,67.418
3473.044,6.25,6.541,103.986,-264.368,15.086,15.172,16.766,2.612,0.178,3.637,0.003,66.304
3473.196,6.25,6.594,106.233,-276.719,12.737,12.612,14.002,2.61,0.187,3.66,0.003,64.039
3473.348,6.25,6.594,105.115,-282.717,32.056,33.409,38.555,2.618,0.179,3.711,0.011,66.619
3473.501,6.25,6.602,103.184,-285.763,28.011,29.463,33.397,2.62,0.171,3.755,0.018,68.419
3473.653,6.25,6.586,102.258,-288.333,12.87,13.375,14.374,2.627,0.166,3.784,0.02,68.259
3473.806,6.25,6.45,103.088,-291.271,42.62,44.706,48.077,2.631,0.188,3.783,0.016,68.077
3473.958,6.25,6.381,99.835,-295.072,20.711,21.211,22.052,2.631,0.214,3.804,0.011,68.025
3474.11,6.25,6.412,101.531,-299.545,11.361,11.705,12.069,2.625,0.241,3.85,0.014,68.104
3474.263,6.25,6.45,105.378,-305.146,9.905,10.19,10.47,2.615,0.238,3.893,0.02,66.688
3474.415,6.25,6.51,111.476,-312.302,9.406,9.494,9.745,2.606,0.237,3.902,0.027,68.829
3474.568,6.25,6.419,114.965,-323.486,10.101,10.006,10.248,2.597,0.23,3.87,0.032,69.959
3474.72,6.25,6.465,113.236,-339.569,11.175,10.731,10.912,2.583,0.218,3.821,0.031,69.505
3474.872,6.25,6.526,110.594,-335.72,14.096,13.498,13.864,2.581,0.211,3.803,0.031,69.473
3475.025,6.25,6.556,106.527,-269.246,14.258,13.846,14.334,2.6,0.217,3.827,0.029,69.277
3475.177,6.25,6.586,108.561,-264.264,16.936,17.675,17.964,2.637,0.211,3.879,0.03,69.249
3475.33,6.25,6.64,110.187,-264.78,30.281,31.583,32.264,2.667,0.162,3.922,0.029,69.192
3475.482,6.25,6.647,112.728,-265.49,39.901,41.557,44.319,2.68,0.146,3.926,0.028,66.377
3475.634,6.25,6.655,108.577,-264.483,42.215,42.62,45.601,2.678,0.125,3.887,0.03,60.701
3475.787,6.25,6.662,110.813,-267.53,43.902,41.164,44.853,2.669,0.132,3.832,0.032,59.103
3475.939,6.25,6.662,112.033,-279.948,30.501,27.319,29.6,2.655,0.115,3.765,0.03,61.814
3476.092,6.25,6.647,112.728,-284.538,13.877,12.563,13.763,2.646,0.115,3.704,0.025,63.834
3476.244,6.25,6.526,109.037,-286.996,18.037,16.581,18.282,2.646,0.117,3.654,0.019,64.349
3476.396,6.25,6.495,104.768,-289.063,21.75,20.208,22.318,2.64,0.116,3.64,0.015,64.645
3476.549,6.25,6.571,102.227,-291.205,24.521,22.739,25.12,2.624,0.12,3.648,0.009,64.393
3476.701,6.25,6.624,102.563,-295.264,30.732,28.733,31.571,2.615,0.121,3.665,0.007,62.888
3476.854,6.25,6.662,107.951,-300.792,44.362,41.835,44.997,2.621,0.121,3.673,0.009,60.035
3477.006,6.25,6.632,111.203,-309.281,52.086,50.65,54.216,2.637,0.125,3.686,0.014,65.703
3477.158,6.25,6.628,109.17,-318.993,45.09,46.418,48.601,2.645,0.145,3.709,0.02,65.741
3477.311,6.25,6.708,104.965,-328.208,35.203,37.972,39.103,2.649,0.177,3.741,0.024,65.87
3477.463,6.25,6.662,101.001,-293.719,14.299,13.964,13.698,2.641,0.201,3.746,0.02,65.93
3477.616,6.25,6.655,102.119,-283.309,15.864,14.334,14.273,2.64,0.195,3.788,0.015,66.306
3477.768,6.25,6.64,103.275,-289.53,15.898,15.777,15.172,2.64,0.186,3.883,0.008,66.688
3477.92,6.25,6.469,109.577,-295.733,44.879,46.815,45.303,2.648,0.184,4.083,0.007,68.787
3478.073,6.25,6.457,111.102,-300.587,27.916,29.04,27.866,2.65,0.17,4.25,0.006,61.821
3478.225,6.25,6.488,110.39,-308.938,27.124,28.292,27.158,2.649,0.159,4.297,0.004,62.522
3478.378,6.25,6.488,109.272,-305.139,25.793,26.929,25.852,2.657,0.16,4.22,0.006,63.497
3478.53,6.25,6.503,111.61,-290.178,18.918,19.599,18.697,2.668,0.187,4.059,0.01,64.242
3478.682,6.25,6.465,115.981,-289.91,13.824,14.075,13.403,2.69,0.195,3.938,0.02,64.685
3478.835,6.25,6.472,119.742,-292.197,14.063,14.346,13.708,2.691,0.193,3.836,0.024,65.116
3478.987,6.25,6.488,121.978,-295.472,14.154,14.379,13.732,2.683,0.189,3.796,0.023,65.711
3479.14,6.25,6.503,122.486,-299.889,14.599,14.793,14.122,2.669,0.189,3.795,0.022,66.576
3479.292,6.25,6.548,122.936,-300.424,14.138,13.735,13.015,2.661,0.191,3.816,0.024,68.307
3479.444,6.25,6.537,122.326,-306.708,12.678,12.001,11.543,2.661,0.21,3.856,0.03,70.265
3479.597,6.25,6.488,123.749,-317.521,12.05,11.322,11.061,2.66,0.221,3.904,0.033,70.514
3479.749,6.25,6.548,123.808,-331.27,13.22,12.734,12.426,2.664,0.214,3.945,0.036,67.913
3479.902,6.25,6.543,122.588,-345.712,28.485,29.004,29.373,2.667,0.169,3.943,0.036,61.813
3480.054,6.25,6.526,118.116,-338.892,41.1,42.171,43.872,2.667,0.134,3.898,0.035,60.14
3480.206,6.25,6.548,115.778,-339.865,41.085,41.386,43.826,2.67,0.114,3.863,0.034,59.937
3480.359,6.25,6.526,115.27,-349.51,40.783,40.382,43.002,2.676,0.117,3.867,0.038,59.84
