wellName,datasetName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,SP,TVD
Cheal-A11,Clean,1711.147,8.5,8.858,2.449,94.621,116.524,0.292,3.205,4.527999878,4.465000153,4.323999882,-9999,1522.773
Cheal-A11,Clean,1711.3,8.5,8.854,2.461,95.535,122.659,0.298,3.221,4.297999859,4.243000031,4.143000126,-9999,1522.902
Cheal-A11,Clean,1711.452,8.5,8.819,2.468,95.88,127.631,0.318,3.259,4.221000195,4.153999805,4.059000015,-9999,1523.03
Cheal-A11,Clean,1711.604,8.5,8.807,2.464,94.882,126.939,0.312,3.299,4.34800005,4.287000179,4.18900013,-9999,1523.157
Cheal-A11,Clean,1711.757,8.5,8.819,2.453,94.465,118.257,0.308,3.31,4.427999973,4.355999947,4.221000195,-9999,1523.286
Cheal-A11,Clean,1711.909,8.5,8.76,2.435,94.528,111.805,0.291,3.288,4.22300005,4.164999962,4.048999786,-9999,1523.414
Cheal-A11,Clean,1712.062,8.5,8.725,2.427,94.615,111.749,0.293,3.266,4.290999889,4.230000019,4.084000111,-9999,1523.541
Cheal-A11,Clean,1712.214,8.5,8.733,2.425,94.1,118.43,0.295,3.251,4.46600008,4.406000137,4.21999979,-9999,1523.666
Cheal-A11,Clean,1712.366,8.5,8.772,2.432,93.725,125.73,0.304,3.248,4.605000019,4.543000221,4.355000019,-9999,1523.79
Cheal-A11,Clean,1712.519,8.5,8.819,2.442,93.586,121.097,0.318,3.264,4.717000008,4.652999878,4.427000046,-9999,1523.916
Cheal-A11,Clean,1712.671,8.5,8.807,2.452,93.939,119.77,0.312,3.298,4.471000195,4.414999962,4.224999905,-9999,1524.044
Cheal-A11,Clean,1712.824,8.5,8.788,2.458,94.037,116.234,0.309,3.347,4.407999992,4.350999832,4.18599987,-9999,1524.172
Cheal-A11,Clean,1712.976,8.5,8.772,2.465,94.208,122.693,0.298,3.376,4.43200016,4.375,4.209000111,-9999,1524.3
Cheal-A11,Clean,1713.128,8.5,8.772,2.467,94.484,118.28,0.33,3.383,4.068999767,4.015999794,3.875,-9999,1524.425
Cheal-A11,Clean,1713.281,8.5,8.662,2.475,95.379,118.838,0.329,3.387,4.140999794,4.085999966,3.921999931,-9999,1524.55
Cheal-A11,Clean,1713.433,8.5,8.454,2.481,94.997,114.549,0.342,3.382,4.302999973,4.248000145,4.079999924,-9999,1524.675
Cheal-A11,Clean,1713.586,8.5,8.827,2.481,95.205,121.7,0.328,3.355,4.414999962,4.361999989,4.157999992,-9999,1524.802
Cheal-A11,Clean,1713.738,8.5,8.866,2.472,94.783,125.728,0.325,3.308,4.611999989,4.576000214,4.361999989,-9999,1524.93
Cheal-A11,Clean,1713.89,8.5,8.854,2.451,95.266,126.962,0.325,3.271,4.111999989,4.086999893,3.95600009,-9999,1525.058
Cheal-A11,Clean,1714.043,8.5,8.851,2.438,94.949,122.193,0.323,3.275,4.111000061,4.085999966,3.963000059,-9999,1525.185
Cheal-A11,Clean,1714.195,8.5,8.725,2.444,94.973,118.264,0.314,3.305,4.105999947,4.076000214,3.943000078,-9999,1525.31
Cheal-A11,Clean,1714.348,8.5,8.69,2.442,94.954,118.235,0.305,3.309,4.242000103,4.208000183,4.09100008,-9999,1525.435
Cheal-A11,Clean,1714.5,8.5,8.772,2.451,94.802,121.116,0.326,3.334,4.688000202,4.65199995,4.506999969,-9999,1525.56
Cheal-A11,Clean,1714.652,8.5,8.796,2.449,95.265,118.108,0.341,3.346,4.453999996,4.415999889,4.269000053,-9999,1525.688
Cheal-A11,Clean,1714.805,8.5,8.772,2.461,94.805,120.517,0.349,3.365,4.440000057,4.403999805,4.247000217,-9999,1525.816
Cheal-A11,Clean,1714.957,8.5,8.756,2.47,95.764,117.301,0.33,3.345,4.373000145,4.335000038,4.203000069,-9999,1525.944
Cheal-A11,Clean,1715.11,8.5,8.67,2.466,96.029,116.727,0.322,3.324,4.296999931,4.265999794,4.152999878,-9999,1526.072
Cheal-A11,Clean,1715.262,8.5,8.804,2.454,95.917,114.975,0.309,3.315,4.400000095,4.368999958,4.254000187,-9999,1526.2
Cheal-A11,Clean,1715.414,8.5,8.772,2.454,95.395,117.481,0.319,3.309,4.34800005,4.315000057,4.21600008,-9999,1526.328
Cheal-A11,Clean,1715.567,8.5,8.78,2.46,94.637,117.094,0.294,3.284,4.572999954,4.534999847,4.422999859,-9999,1526.455
Cheal-A11,Clean,1715.719,8.5,8.796,2.474,94.658,113.781,0.309,3.238,4.651000023,4.613999844,4.500999928,-9999,1526.58
Cheal-A11,Clean,1715.872,8.5,8.831,2.469,94.273,113.137,0.316,3.208,4.596000195,4.559999943,4.440000057,-9999,1526.705
Cheal-A11,Clean,1716.024,8.5,8.866,2.468,94.718,111.066,0.333,3.2,4.614999771,4.56799984,4.458000183,-9999,1526.83
Cheal-A11,Clean,1716.176,8.5,8.854,2.461,94.683,112.633,0.318,3.242,4.586999893,4.544000149,4.448999882,-9999,1526.958
Cheal-A11,Clean,1716.329,8.5,8.854,2.455,94.531,112.941,0.315,3.279,4.515999794,4.47300005,4.393000126,-9999,1527.086
Cheal-A11,Clean,1716.481,8.5,8.835,2.446,93.827,120.878,0.31,3.309,4.522999763,4.47300005,4.385000229,-9999,1527.214
Cheal-A11,Clean,1716.634,8.5,8.843,2.449,92.676,118.073,0.303,3.31,4.543000221,4.481999874,4.375,-9999,1527.34
Cheal-A11,Clean,1716.786,8.5,8.843,2.455,91.92,118.683,0.304,3.306,4.631000042,4.576000214,4.43599987,-9999,1527.464
Cheal-A11,Clean,1716.938,8.5,8.843,2.465,91.75,115.349,0.3,3.311,4.788000107,4.737999916,4.587999821,-9999,1527.589
Cheal-A11,Clean,1717.091,8.5,8.827,2.468,91.687,114.822,0.286,3.331,4.982999802,4.93599987,4.744999886,-9999,1527.716
Cheal-A11,Clean,1717.243,8.5,8.831,2.469,91.959,114.486,0.278,3.297,4.933000088,4.890999794,4.702000141,-9999,1527.844
Cheal-A11,Clean,1717.396,8.5,8.819,2.463,92.876,113.667,0.281,3.262,4.717000008,4.673999786,4.505000114,-9999,1527.973
Cheal-A11,Clean,1717.548,8.5,8.804,2.462,93.224,118.911,0.302,3.217,4.612999916,4.566999912,4.412000179,-9999,1528.099
Cheal-A11,Clean,1717.7,8.5,8.843,2.457,93.301,118.562,0.334,3.236,4.586999893,4.53399992,4.406000137,-9999,1528.224
Cheal-A11,Clean,1717.853,8.5,8.866,2.454,93.501,118.519,0.339,3.268,4.56799984,4.510000229,4.395999908,-9999,1528.349
Cheal-A11,Clean,1718.005,8.5,8.866,2.456,93.578,118.172,0.316,3.286,4.510000229,4.459000111,4.348999977,-9999,1528.474
Cheal-A11,Clean,1718.158,8.5,8.89,2.46,93.764,121.24,0.294,3.301,4.474999905,4.414000034,4.306000233,-9999,1528.603
Cheal-A11,Clean,1718.31,8.5,8.882,2.46,93.93,121.058,0.301,3.319,4.46600008,4.410999775,4.293000221,-9999,1528.73
Cheal-A11,Clean,1718.462,8.5,8.831,2.459,93.199,113.628,0.315,3.34,4.643000126,4.596000195,4.449999809,-9999,1528.858
Cheal-A11,Clean,1718.615,8.5,8.749,2.46,92.972,107.508,0.326,3.332,4.826000214,4.784999847,4.593999863,-9999,1528.984
Cheal-A11,Clean,1718.767,8.5,8.737,2.469,92.806,109.303,0.331,3.284,4.778999805,4.737999916,4.554999828,-9999,1529.109
Cheal-A11,Clean,1718.92,8.5,8.741,2.465,93.202,116.01,0.317,3.265,4.696000099,4.664999962,4.492000103,-9999,1529.234
Cheal-A11,Clean,1719.072,8.5,8.713,2.46,93.316,117.443,0.324,3.269,4.665999889,4.632999897,4.482999802,-9999,1529.36
Cheal-A11,Clean,1719.224,8.5,8.713,2.453,93.453,114.052,0.304,3.292,4.602000237,4.573999882,4.462999821,-9999,1529.488
Cheal-A11,Clean,1719.377,8.5,8.749,2.461,93.46,118.681,0.29,3.274,4.627999783,4.605000019,4.510000229,-9999,1529.617
Cheal-A11,Clean,1719.529,8.5,8.772,2.468,93.885,121.692,0.27,3.247,4.589000225,4.563000202,4.487999916,-9999,1529.744
Cheal-A11,Clean,1719.682,8.5,8.772,2.468,94.052,120.957,0.285,3.255,4.55700016,4.528999805,4.443999767,-9999,1529.869
Cheal-A11,Clean,1719.834,8.5,8.772,2.462,94.168,114.996,0.303,3.296,4.577000141,4.571000099,4.486999989,-9999,1529.994
Cheal-A11,Clean,1719.986,8.5,8.749,2.456,94.253,110.627,0.321,3.353,4.550000191,4.543000221,4.446000099,-9999,1530.119
Cheal-A11,Clean,1720.139,8.5,8.76,2.451,94.28,111.208,0.315,3.395,4.56099987,4.558000088,4.449999809,-9999,1530.247
Cheal-A11,Clean,1720.291,8.5,8.772,2.444,94.125,112.428,0.314,3.418,4.616000175,4.619999886,4.5,-9999,1530.375
Cheal-A11,Clean,1720.444,8.5,8.749,2.441,94.638,116.292,0.323,3.378,4.672999859,4.683000088,4.568999767,-9999,1530.503
Cheal-A11,Clean,1720.596,8.5,8.76,2.449,94.765,120.459,0.339,3.291,4.333000183,4.342999935,4.231999874,-9999,1530.629
Cheal-A11,Clean,1720.748,8.5,8.749,2.46,94.805,120.538,0.357,3.23,4.388999939,4.393000126,4.276000023,-9999,1530.753
Cheal-A11,Clean,1720.901,8.5,8.741,2.464,94.485,120.524,0.351,3.249,4.545000076,4.543000221,4.420000076,-9999,1530.879
Cheal-A11,Clean,1721.053,8.5,8.741,2.465,94.679,123.957,0.32,3.29,4.620999813,4.629000187,4.501999855,-9999,1531.005
Cheal-A11,Clean,1721.206,8.5,8.725,2.467,94.231,127.13,0.313,3.307,4.616000175,4.622000217,4.462999821,-9999,1531.133
Cheal-A11,Clean,1721.358,8.5,8.678,2.472,93.834,122.62,0.321,3.295,4.580999851,4.571000099,4.415999889,-9999,1531.261
Cheal-A11,Clean,1721.51,8.5,8.631,2.468,93.426,119.408,0.345,3.318,4.678999901,4.668000221,4.501999855,-9999,1531.388
Cheal-A11,Clean,1721.663,8.5,8.576,2.463,92.764,112.358,0.331,3.345,4.714000225,4.691999912,4.53000021,-9999,1531.514
Cheal-A11,Clean,1721.815,8.5,8.56,2.46,92.549,115.042,0.319,3.355,4.890999794,4.875,4.664999962,-9999,1531.638
Cheal-A11,Clean,1721.968,8.5,8.537,2.464,92.541,116.614,0.321,3.326,4.797999859,4.774000168,4.563000202,-9999,1531.764
Cheal-A11,Clean,1722.12,8.5,8.56,2.462,93.116,115.401,0.318,3.321,4.809000015,4.770999908,4.578999996,-9999,1531.891
Cheal-A11,Clean,1722.272,8.5,8.607,2.462,93.536,116.763,0.31,3.327,4.81099987,4.776000023,4.589000225,-9999,1532.018
Cheal-A11,Clean,1722.425,8.5,8.619,2.463,93.325,112.101,0.3,3.341,4.834000111,4.801000118,4.630000114,-9999,1532.147
Cheal-A11,Clean,1722.577,8.5,8.6,2.468,93.042,112.318,0.305,3.331,4.84100008,4.80700016,4.647999763,-9999,1532.273
Cheal-A11,Clean,1722.73,8.5,8.537,2.467,92.513,116.692,0.315,3.318,4.84499979,4.802000046,4.652999878,-9999,1532.399
Cheal-A11,Clean,1722.882,8.5,8.49,2.467,92.028,114.058,0.314,3.31,4.862999916,4.81799984,4.684999943,-9999,1532.523
Cheal-A11,Clean,1723.034,8.5,8.49,2.471,92.275,115.478,0.313,3.3,4.940999985,4.903999805,4.768000126,-9999,1532.649
Cheal-A11,Clean,1723.187,8.5,8.513,2.475,92.285,106.145,0.306,3.312,4.954999924,4.912000179,4.796999931,-9999,1532.777
Cheal-A11,Clean,1723.339,8.5,8.521,2.473,92.308,110.463,0.293,3.344,4.903999805,4.857999802,4.756999969,-9999,1532.905
Cheal-A11,Clean,1723.492,8.5,8.572,2.464,92.698,112.093,0.301,3.371,4.848999977,4.80700016,4.730999947,-9999,1533.033
Cheal-A11,Clean,1723.644,8.5,8.572,2.46,92.857,115.004,0.295,3.37,4.809000015,4.778999805,4.71600008,-9999,1533.158
Cheal-A11,Clean,1723.796,8.5,8.576,2.464,93.086,116.456,0.318,3.346,4.840000153,4.800000191,4.752999783,-9999,1533.283
Cheal-A11,Clean,1723.949,8.5,8.568,2.469,93.209,117.6,0.319,3.334,4.822000027,4.790999889,4.762000084,-9999,1533.408
Cheal-A11,Clean,1724.101,8.5,8.521,2.472,93.358,124.408,0.323,3.33,4.71999979,4.68900013,4.666999817,-9999,1533.535
Cheal-A11,Clean,1724.254,8.5,8.482,2.476,93.6,122.552,0.318,3.31,4.715000153,4.68900013,4.656000137,-9999,1533.663
Cheal-A11,Clean,1724.406,8.5,8.466,2.473,93.637,125.177,0.312,3.314,4.703000069,4.683000088,4.625999928,-9999,1533.791
Cheal-A11,Clean,1724.558,8.5,8.454,2.466,93.626,125.629,0.311,3.333,4.704999924,4.68900013,4.620999813,-9999,1533.918
Cheal-A11,Clean,1724.711,8.5,8.419,2.461,93.621,122.001,0.313,3.348,4.68900013,4.678999901,4.59100008,-9999,1534.043
Cheal-A11,Clean,1724.863,8.5,8.396,2.465,93.704,121.637,0.317,3.328,4.65199995,4.636000156,4.571000099,-9999,1534.168
Cheal-A11,Clean,1725.016,8.5,8.451,2.47,94.043,117.516,0.317,3.303,4.633999825,4.624000072,4.565000057,-9999,1534.293
Cheal-A11,Clean,1725.168,8.5,8.498,2.469,94.096,122.376,0.304,3.304,4.743999958,4.737999916,4.65899992,-9999,1534.421
Cheal-A11,Clean,1725.32,8.5,8.584,2.471,93.654,121.679,0.315,3.292,4.677999973,4.659999847,4.586999893,-9999,1534.549
Cheal-A11,Clean,1725.473,8.5,8.607,2.468,93.209,120.739,0.304,3.303,4.640999794,4.622000217,4.578999996,-9999,1534.677
Cheal-A11,Clean,1725.625,8.5,8.607,2.464,92.49,120.134,0.315,3.328,4.84499979,4.81799984,4.743000031,-9999,1534.802
Cheal-A11,Clean,1725.778,8.5,8.607,2.46,92.33,118.36,0.316,3.365,4.581999779,4.558000088,4.468999863,-9999,1534.928
Cheal-A11,Clean,1725.93,8.5,8.615,2.459,92.342,118.799,0.315,3.367,4.735000134,4.699999809,4.573999882,-9999,1535.053
Cheal-A11,Clean,1726.082,8.5,8.584,2.464,92.283,122.042,0.32,3.348,4.918000221,4.880000114,4.745999813,-9999,1535.179
Cheal-A11,Clean,1726.235,8.5,8.702,2.469,92.477,123.985,0.302,3.325,5.027999878,4.987999916,4.848999977,-9999,1535.307
Cheal-A11,Clean,1726.387,8.5,8.713,2.475,92.02,124.304,0.313,3.312,5.035999775,4.997000217,4.813000202,-9999,1535.435
Cheal-A11,Clean,1726.54,8.5,8.725,2.476,91.772,120.574,0.289,3.303,4.928999901,4.880000114,4.710000038,-9999,1535.563
Cheal-A11,Clean,1726.692,8.5,8.741,2.475,91.837,123.058,0.299,3.3,4.876999855,4.835999966,4.657999992,-9999,1535.687
Cheal-A11,Clean,1726.844,8.5,8.807,2.47,92.02,119.966,0.295,3.302,4.986000061,4.938000202,4.751999855,-9999,1535.812
Cheal-A11,Clean,1726.997,8.5,8.843,2.463,92.09,119.601,0.303,3.313,4.994999886,4.958000183,4.78000021,-9999,1535.938
Cheal-A11,Clean,1727.149,8.5,8.925,2.465,91.748,117.206,0.29,3.312,5.013999939,4.960000038,4.790999889,-9999,1536.065
Cheal-A11,Clean,1727.302,8.5,8.96,2.468,91.894,116.959,0.302,3.3,4.994999886,4.934000015,4.78399992,-9999,1536.194
Cheal-A11,Clean,1727.454,8.5,8.96,2.467,92.103,118.204,0.301,3.293,4.901000023,4.848999977,4.703999996,-9999,1536.321
Cheal-A11,Clean,1727.606,8.5,8.937,2.459,92.568,116.723,0.295,3.312,4.873000145,4.823999882,4.664000034,-9999,1536.447
Cheal-A11,Clean,1727.759,8.5,8.851,2.451,92.866,116.041,0.296,3.34,4.826000214,4.768000126,4.598999977,-9999,1536.572
Cheal-A11,Clean,1727.911,8.5,8.89,2.448,92.978,113.995,0.317,3.362,4.81400013,4.763999939,4.592000008,-9999,1536.697
Cheal-A11,Clean,1728.064,8.5,8.905,2.451,92.973,118.373,0.314,3.35,4.775000095,4.718999863,4.541999817,-9999,1536.824
Cheal-A11,Clean,1728.216,8.5,8.913,2.45,92.93,120.73,0.316,3.322,4.78000021,4.71999979,4.565999985,-9999,1536.951
Cheal-A11,Clean,1728.368,8.5,8.866,2.452,93.363,120.274,0.312,3.276,4.798999786,4.738999844,4.581999779,-9999,1537.079
Cheal-A11,Clean,1728.521,8.5,8.843,2.459,93.229,113.33,0.313,3.269,4.781000137,4.72300005,4.580999851,-9999,1537.207
Cheal-A11,Clean,1728.673,8.5,8.807,2.467,92.981,111.517,0.306,3.278,4.614999771,4.566999912,4.419000149,-9999,1537.332
Cheal-A11,Clean,1728.826,8.5,8.772,2.47,92.919,110.867,0.314,3.298,4.931000233,4.859000206,4.660999775,-9999,1537.457
Cheal-A11,Clean,1728.978,8.5,8.749,2.463,92.055,115.998,0.297,3.313,4.881000042,4.803999901,4.613999844,-9999,1537.582
Cheal-A11,Clean,1729.13,8.5,8.749,2.467,91.688,116.626,0.305,3.289,4.901000023,4.818999767,4.636000156,-9999,1537.709
Cheal-A11,Clean,1729.283,8.5,8.772,2.472,91.663,117.517,0.304,3.269,4.855000019,4.778999805,4.599999905,-9999,1537.838
Cheal-A11,Clean,1729.435,8.5,8.772,2.473,91.827,110.927,0.314,3.264,4.782999992,4.704999924,4.547999859,-9999,1537.965
Cheal-A11,Clean,1729.588,8.5,8.835,2.471,92.251,113.237,0.318,3.283,4.751999855,4.673999786,4.556000233,-9999,1538.092
Cheal-A11,Clean,1729.74,8.5,8.796,2.468,92.345,114.605,0.327,3.319,4.761000156,4.68599987,4.565000057,-9999,1538.217
Cheal-A11,Clean,1729.892,8.5,8.772,2.468,92.522,122.471,0.326,3.34,4.784999847,4.712999821,4.605999947,-9999,1538.341
Cheal-A11,Clean,1730.045,8.5,8.749,2.466,92.692,121.984,0.302,3.361,4.777999878,4.708000183,4.606999874,-9999,1538.467
Cheal-A11,Clean,1730.197,8.5,8.725,2.462,92.939,122.937,0.299,3.368,4.750999928,4.677999973,4.566999912,-9999,1538.592
Cheal-A11,Clean,1730.35,8.5,8.709,2.461,93.554,124.255,0.307,3.364,4.671999931,4.606999874,4.504000187,-9999,1538.717
Cheal-A11,Clean,1730.502,8.5,8.537,2.464,93.796,126.939,0.31,3.348,4.607999802,4.552000046,4.472000122,-9999,1538.842
Cheal-A11,Clean,1730.654,8.5,8.756,2.468,93.886,133.046,0.303,3.331,4.579999924,4.527999878,4.452000141,-9999,1538.969
Cheal-A11,Clean,1730.807,8.5,8.749,2.467,93.983,133,0.288,3.334,4.616000175,4.572999954,4.47300005,-9999,1539.098
Cheal-A11,Clean,1730.959,8.5,8.702,2.466,94.176,128.572,0.298,3.338,4.596000195,4.559999943,4.467000008,-9999,1539.226
Cheal-A11,Clean,1731.112,8.5,8.749,2.47,94.546,126.841,0.317,3.317,4.573999882,4.538000107,4.464000225,-9999,1539.352
Cheal-A11,Clean,1731.264,8.5,8.737,2.474,94.862,120.202,0.324,3.281,4.518000126,4.486999989,4.387000084,-9999,1539.477
Cheal-A11,Clean,1731.416,8.5,8.737,2.467,94.897,119.748,0.323,3.286,4.464000225,4.440000057,4.343999863,-9999,1539.601
Cheal-A11,Clean,1731.569,8.5,8.772,2.456,95.01,116.535,0.319,3.315,4.475999832,4.449999809,4.364999771,-9999,1539.728
Cheal-A11,Clean,1731.721,8.5,8.76,2.446,95.135,121.14,0.31,3.338,4.52699995,4.502999783,4.394999981,-9999,1539.856
Cheal-A11,Clean,1731.874,8.5,8.737,2.459,95.307,122.95,0.31,3.345,4.296000004,4.268000126,4.152999878,-9999,1539.984
Cheal-A11,Clean,1732.026,8.5,8.619,2.471,95.545,125.684,0.306,3.329,4.267000198,4.244999886,4.136000156,-9999,1540.111
Cheal-A11,Clean,1732.178,8.5,8.725,2.475,94.833,122.29,0.295,3.287,4.409999847,4.386000156,4.274000168,-9999,1540.236
Cheal-A11,Clean,1732.331,8.5,8.725,2.46,93.31,122.466,0.298,3.237,4.723999977,4.705999851,4.559999943,-9999,1540.361
Cheal-A11,Clean,1732.483,8.5,8.686,2.445,93.124,117.317,0.296,3.233,4.921000004,4.907000065,4.743000031,-9999,1540.486
Cheal-A11,Clean,1732.636,8.5,8.662,2.456,92.845,115.392,0.303,3.272,4.745999813,4.735000134,4.559999943,-9999,1540.614
Cheal-A11,Clean,1732.788,8.5,8.639,2.471,92.715,107.163,0.309,3.307,4.756000042,4.71999979,4.544000149,-9999,1540.742
Cheal-A11,Clean,1732.94,8.5,8.764,2.473,93.122,108.318,0.324,3.305,4.769999981,4.722000122,4.556000233,-9999,1540.87
Cheal-A11,Clean,1733.093,8.5,8.694,2.474,93.112,115.772,0.316,3.312,4.897999763,4.867000103,4.721000195,-9999,1540.996
Cheal-A11,Clean,1733.245,8.5,8.702,2.473,93.266,126.292,0.339,3.321,4.806000233,4.771999836,4.677999973,-9999,1541.121
Cheal-A11,Clean,1733.398,8.5,8.713,2.485,93.789,129.264,0.32,3.325,4.861000061,4.820000172,4.715000153,-9999,1541.246
Cheal-A11,Clean,1733.55,8.5,8.702,2.469,93.044,120.225,0.317,3.283,4.65899992,4.623000145,4.520999908,-9999,1541.372
Cheal-A11,Clean,1733.702,8.5,8.717,2.453,93.135,117.828,0.299,3.248,4.840000153,4.815000057,4.68599987,-9999,1541.5
Cheal-A11,Clean,1733.855,8.5,8.725,2.44,93.114,110.39,0.303,3.248,5.377999783,5.370999813,5.208000183,-9999,1541.628
Cheal-A11,Clean,1734.007,8.5,8.678,2.448,93.237,110.753,0.308,3.285,4.757999897,4.762000084,4.643000126,-9999,1541.756
Cheal-A11,Clean,1734.16,8.5,8.647,2.458,93.618,107.057,0.311,3.327,4.521999836,4.52699995,4.415999889,-9999,1541.881
Cheal-A11,Clean,1734.312,8.5,8.67,2.467,94.858,114.086,0.338,3.349,4.377999783,4.387000084,4.30700016,-9999,1542.006
Cheal-A11,Clean,1734.464,8.5,8.725,2.467,94.715,120.987,0.34,3.359,4.614999771,4.622000217,4.53000021,-9999,1542.13
Cheal-A11,Clean,1734.617,8.5,8.749,2.462,95.143,121.332,0.328,3.362,4.590000153,4.600999832,4.513000011,-9999,1542.256
Cheal-A11,Clean,1734.769,8.5,8.76,2.462,94.8,116.884,0.302,3.37,4.697999954,4.698999882,4.625,-9999,1542.381
Cheal-A11,Clean,1734.922,8.5,8.772,2.467,94.697,112.807,0.313,3.379,4.668000221,4.672999859,4.583000183,-9999,1542.506
Cheal-A11,Clean,1735.074,8.5,8.76,2.482,94.494,112.271,0.331,3.392,4.446000099,4.451000214,4.394000053,-9999,1542.632
Cheal-A11,Clean,1735.226,8.5,8.725,2.482,94.329,110.242,0.348,3.396,4.468999863,4.464000225,4.395999908,-9999,1542.76
Cheal-A11,Clean,1735.379,8.5,8.737,2.482,93.171,112.572,0.312,3.38,4.761000156,4.755000114,4.632999897,-9999,1542.888
Cheal-A11,Clean,1735.531,8.5,8.737,2.478,92.391,113.558,0.324,3.328,4.868999958,4.861000061,4.71600008,-9999,1543.015
Cheal-A11,Clean,1735.684,8.5,8.725,2.482,92.089,117.907,0.315,3.261,5.118999958,5.110000134,4.918000221,-9999,1543.141
Cheal-A11,Clean,1735.836,8.5,8.725,2.481,91.481,116.016,0.314,3.228,5.025000095,5.014999866,4.835000038,-9999,1543.266
Cheal-A11,Clean,1735.988,8.5,8.713,2.473,91.775,119.871,0.292,3.247,4.907999992,4.888000011,4.710000038,-9999,1543.39
Cheal-A11,Clean,1736.141,8.5,8.713,2.468,92.449,117.262,0.295,3.297,4.820000172,4.789999962,4.663000107,-9999,1543.518
Cheal-A11,Clean,1736.293,8.5,8.702,2.463,92.749,121.123,0.299,3.31,4.788000107,4.75,4.638999939,-9999,1543.646
Cheal-A11,Clean,1736.446,8.5,8.702,2.457,93.04,114.032,0.302,3.277,4.788000107,4.744999886,4.642000198,-9999,1543.775
Cheal-A11,Clean,1736.598,8.5,8.702,2.449,93.174,112.124,0.305,3.241,4.690000057,4.645999908,4.552999973,-9999,1543.9
Cheal-A11,Clean,1736.75,8.5,8.678,2.446,93.146,105.274,0.307,3.233,4.802000046,4.750999928,4.659999847,-9999,1544.025
Cheal-A11,Clean,1736.903,8.5,8.678,2.454,93.136,108.549,0.317,3.259,4.84499979,4.793000221,4.697999954,-9999,1544.15
Cheal-A11,Clean,1737.055,8.5,8.69,2.466,92.898,114.892,0.307,3.288,4.847000122,4.793000221,4.690999985,-9999,1544.276
Cheal-A11,Clean,1737.208,8.5,8.678,2.47,92.97,119.909,0.296,3.282,4.815000057,4.747000217,4.629000187,-9999,1544.405
Cheal-A11,Clean,1737.36,8.5,8.702,2.471,93.013,115.154,0.285,3.266,4.818999767,4.747000217,4.645999908,-9999,1544.532
Cheal-A11,Clean,1737.512,8.5,8.713,2.461,93.175,114.943,0.283,3.229,4.818999767,4.745999813,4.652999878,-9999,1544.66
Cheal-A11,Clean,1737.665,8.5,8.678,2.456,93.088,114.358,0.322,3.212,4.802999973,4.724999905,4.623000145,-9999,1544.785
Cheal-A11,Clean,1737.817,8.5,8.67,2.452,92.689,121.232,0.336,3.204,4.802000046,4.72300005,4.610000134,-9999,1544.91
Cheal-A11,Clean,1737.97,8.5,8.662,2.459,92.395,119.252,0.32,3.217,4.854000092,4.77699995,4.643000126,-9999,1545.035
Cheal-A11,Clean,1738.122,8.5,8.643,2.469,91.891,117.511,0.286,3.243,4.96999979,4.892000198,4.748000145,-9999,1545.16
Cheal-A11,Clean,1738.274,8.5,8.678,2.469,91.711,116.824,0.276,3.246,4.955999851,4.892000198,4.709000111,-9999,1545.285
Cheal-A11,Clean,1738.427,8.5,8.725,2.463,91.298,115.63,0.278,3.249,5.06400013,4.991000175,4.802000046,-9999,1545.41
Cheal-A11,Clean,1738.579,8.5,8.69,2.464,91.119,111.351,0.288,3.285,5.135000229,5.065999985,4.880000114,-9999,1545.536
Cheal-A11,Clean,1738.732,8.5,8.709,2.477,91.138,111.229,0.303,3.352,5.197999954,5.126999855,4.96600008,-9999,1545.665
Cheal-A11,Clean,1738.884,8.5,8.702,2.491,91.405,113.363,0.316,3.407,4.974999905,4.903999805,4.775000095,-9999,1545.793
Cheal-A11,Clean,1739.036,8.5,8.725,2.49,91.954,113.636,0.326,3.406,4.868999958,4.795000076,4.68599987,-9999,1545.92
Cheal-A11,Clean,1739.189,8.5,8.764,2.481,92.25,114.812,0.302,3.354,4.854000092,4.778999805,4.678999901,-9999,1546.045
Cheal-A11,Clean,1739.341,8.5,8.756,2.466,92.256,118.321,0.295,3.307,4.900000095,4.828000069,4.735000134,-9999,1546.17
Cheal-A11,Clean,1739.494,8.5,8.772,2.458,92.089,121.938,0.291,3.272,4.94299984,4.866000175,4.756000042,-9999,1546.295
Cheal-A11,Clean,1739.646,8.5,8.741,2.453,91.574,121.811,0.294,3.274,5.104000092,5.040999889,4.93599987,-9999,1546.423
Cheal-A11,Clean,1739.798,8.5,8.764,2.46,90.96,116.238,0.297,3.283,5.129000187,5.065000057,4.929999828,-9999,1546.55
Cheal-A11,Clean,1739.951,8.5,8.733,2.464,91.169,113.504,0.3,3.292,5.144000053,5.084000111,4.960000038,-9999,1546.679
Cheal-A11,Clean,1740.103,8.5,8.717,2.469,91.578,115.123,0.299,3.29,4.971000195,4.902999878,4.778999805,-9999,1546.804
Cheal-A11,Clean,1740.256,8.5,8.717,2.474,91.984,114.153,0.316,3.286,4.893000126,4.828999996,4.715000153,-9999,1546.93
Cheal-A11,Clean,1740.408,8.5,8.756,2.485,92.451,117.396,0.314,3.298,4.879000187,4.802999973,4.697000027,-9999,1547.055
