wellName,datasetName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-C4,Clean,1967.027,8.5,9.442,2.541,84.163,126.596,0.228,3.719,9.219,7.871,6.773,1598.01
Cheal-C4,Clean,1967.179,8.5,9.39,2.551,88.25,116.497,0.264,3.761,9.489,8.171,6.854,1598.122
Cheal-C4,Clean,1967.332,8.5,9.474,2.505,92.75,118.001,0.303,3.673,7.782,6.711,5.645,1598.236
Cheal-C4,Clean,1967.484,8.5,9.63,2.46,97.75,117.303,0.296,3.505,6.913,5.892,4.953,1598.348
Cheal-C4,Clean,1967.636,8.5,9.594,2.414,96.75,120.704,0.28,3.367,5.93,5.027,4.382,1598.461
Cheal-C4,Clean,1967.789,8.5,10.051,2.4,96.75,120.318,0.298,3.321,5.548,4.694,4.154,1598.574
Cheal-C4,Clean,1967.941,8.5,9.642,2.393,94.751,122.713,0.302,3.339,5.555,4.674,4.101,1598.686
Cheal-C4,Clean,1968.094,8.5,9.37,2.389,92.666,127.061,0.325,3.369,5.754,4.84,4.195,1598.801
Cheal-C4,Clean,1968.246,8.5,9.57,2.389,91.665,127.838,0.297,3.359,5.39,4.553,3.852,1598.917
Cheal-C4,Clean,1968.398,8.5,9.466,2.386,91.5,129.543,0.305,3.323,5.737,4.889,3.971,1599.032
Cheal-C4,Clean,1968.551,8.5,9.482,2.383,92.25,124.409,0.275,3.279,5.699,4.87,3.934,1599.148
Cheal-C4,Clean,1968.703,8.5,9.594,2.387,97.5,126.801,0.293,3.261,5.746,4.902,3.928,1599.26
Cheal-C4,Clean,1968.856,8.5,9.739,2.395,94.915,127.298,0.281,3.257,5.785,4.926,3.954,1599.373
Cheal-C4,Clean,1969.008,8.5,9.434,2.404,94.335,126.827,0.31,3.257,5.755,4.879,3.926,1599.486
Cheal-C4,Clean,1969.16,8.5,9.723,2.407,94.621,129.776,0.289,3.251,5.873,4.966,4.03,1599.598
Cheal-C4,Clean,1969.313,8.5,9.819,2.408,94.25,121.402,0.299,3.24,5.887,4.966,3.994,1599.712
Cheal-C4,Clean,1969.465,8.5,9.835,2.408,92,120.293,0.28,3.226,6.369,5.372,4.318,1599.824
Cheal-C4,Clean,1969.618,8.5,9.963,2.417,93.584,118.117,0.286,3.239,6.003,5.04,4.077,1599.937
Cheal-C4,Clean,1969.77,8.5,9.658,2.426,92.334,121.24,0.295,3.265,5.69,4.772,3.878,1600.05
Cheal-C4,Clean,1969.922,8.5,9.843,2.441,92.25,120.995,0.292,3.3,5.521,4.637,3.805,1600.162
Cheal-C4,Clean,1970.075,8.5,9.803,2.454,89.75,124.044,0.304,3.323,5.715,4.804,3.973,1600.277
Cheal-C4,Clean,1970.227,8.5,9.739,2.466,90.25,120.609,0.301,3.344,5.9,4.975,4.086,1600.392
Cheal-C4,Clean,1970.38,8.5,10.091,2.468,91,124.366,0.308,3.358,6.202,5.241,4.313,1600.509
Cheal-C4,Clean,1970.532,8.5,10.548,2.459,90.337,120.281,0.297,3.348,6.501,5.506,4.47,1600.624
Cheal-C4,Clean,1970.684,8.5,10.428,2.455,93,123.196,0.288,3.322,6.107,5.175,4.353,1600.736
Cheal-C4,Clean,1970.837,8.5,10.34,2.453,92.501,120.927,0.292,3.288,5.614,4.732,4.234,1600.849
Cheal-C4,Clean,1970.989,8.5,10.42,2.449,91.669,121.743,0.283,3.265,5.619,4.721,4.235,1600.962
Cheal-C4,Clean,1971.142,8.5,10.083,2.444,92.5,120.199,0.291,3.253,5.707,4.769,4.217,1601.075
Cheal-C4,Clean,1971.294,8.5,9.582,2.444,90.832,119.57,0.299,3.261,5.914,4.928,4.415,1601.188
Cheal-C4,Clean,1971.446,8.5,9.57,2.438,91.668,124.384,0.308,3.292,5.699,4.73,4.16,1601.3
Cheal-C4,Clean,1971.599,8.5,9.763,2.428,92.254,125.662,0.311,3.304,5.757,4.805,4.177,1601.413
Cheal-C4,Clean,1971.751,8.5,9.222,2.42,92.75,125.574,0.316,3.291,5.668,4.769,4.228,1601.526
Cheal-C4,Clean,1971.904,8.5,9.234,2.43,100.916,125.048,0.317,3.264,5.945,4.986,4.422,1601.639
Cheal-C4,Clean,1972.056,8.5,9.458,2.443,93.534,125.844,0.306,3.27,5.887,4.95,4.34,1601.753
Cheal-C4,Clean,1972.208,8.5,9.282,2.453,91.998,122.339,0.303,3.309,5.839,4.905,4.291,1601.868
Cheal-C4,Clean,1972.361,8.5,9.426,2.453,88.316,121.392,0.283,3.343,5.946,5.007,4.42,1601.984
Cheal-C4,Clean,1972.513,8.5,9.426,2.447,89.74,119.384,0.277,3.35,6.276,5.278,4.682,1602.1
Cheal-C4,Clean,1972.666,8.5,9.366,2.443,88.504,119.6,0.282,3.333,5.624,4.752,4.221,1602.213
Cheal-C4,Clean,1972.818,8.5,9.438,2.444,88.332,116.518,0.306,3.317,5.724,4.827,4.286,1602.325
Cheal-C4,Clean,1972.97,8.5,9.442,2.449,92.913,122.911,0.313,3.321,5.706,4.804,4.282,1602.438
Cheal-C4,Clean,1973.123,8.5,9.258,2.448,92.251,122.017,0.304,3.345,5.905,4.972,4.466,1602.551
Cheal-C4,Clean,1973.275,8.5,9.137,2.441,95.49,127.047,0.303,3.367,5.422,4.565,4.096,1602.663
Cheal-C4,Clean,1973.428,8.5,9.306,2.437,94.159,120.647,0.303,3.357,5.47,4.604,4.124,1602.777
Cheal-C4,Clean,1973.58,8.5,9.298,2.434,92.495,121.611,0.321,3.322,5.495,4.627,4.14,1602.889
Cheal-C4,Clean,1973.732,8.5,9.298,2.437,95.003,117.474,0.309,3.278,5.595,4.707,4.204,1603.002
Cheal-C4,Clean,1973.885,8.5,9.45,2.442,91.25,124.287,0.29,3.262,5.978,5.011,4.476,1603.115
Cheal-C4,Clean,1974.037,8.5,9.442,2.454,93.754,120.331,0.298,3.272,5.873,4.931,4.423,1603.228
Cheal-C4,Clean,1974.19,8.5,9.402,2.46,92.499,121.82,0.287,3.287,5.998,5.06,4.513,1603.344
Cheal-C4,Clean,1974.342,8.5,9.787,2.468,90.837,122.518,0.296,3.302,6.036,5.123,4.47,1603.46
Cheal-C4,Clean,1974.494,8.5,9.33,2.462,90.915,119.701,0.309,3.324,5.604,4.75,4.182,1603.575
Cheal-C4,Clean,1974.647,8.5,9.362,2.459,89,119.008,0.329,3.366,5.768,4.882,4.317,1603.689
Cheal-C4,Clean,1974.799,8.5,9.534,2.457,89.087,113.538,0.314,3.382,5.857,4.974,4.347,1603.801
Cheal-C4,Clean,1974.952,8.5,9.618,2.468,95,117.836,0.313,3.36,5.861,4.979,4.343,1603.914
Cheal-C4,Clean,1975.104,8.5,9.594,2.468,92,121.04,0.307,3.318,5.915,5.005,4.395,1604.027
Cheal-C4,Clean,1975.256,8.5,9.354,2.453,94.837,122.835,0.317,3.296,5.436,4.6,4.084,1604.139
Cheal-C4,Clean,1975.409,8.5,9.474,2.441,89.75,122.123,0.322,3.29,6.159,5.193,4.636,1604.253
Cheal-C4,Clean,1975.561,8.5,9.402,2.441,101.75,121.551,0.316,3.274,6.285,5.311,4.727,1604.365
Cheal-C4,Clean,1975.714,8.5,9.667,2.452,90.498,126.652,0.299,3.259,6.268,5.295,4.708,1604.478
Cheal-C4,Clean,1975.866,8.5,9.739,2.461,87.76,129.521,0.289,3.274,5.646,4.77,4.289,1604.591
Cheal-C4,Clean,1976.018,8.5,9.602,2.47,89,128.831,0.297,3.312,5.65,4.773,4.284,1604.704
Cheal-C4,Clean,1976.171,8.5,9.691,2.474,91.913,128.499,0.297,3.344,5.917,4.998,4.45,1604.82
Cheal-C4,Clean,1976.323,8.5,9.594,2.473,93.324,127.42,0.301,3.342,5.857,4.963,4.456,1604.935
Cheal-C4,Clean,1976.476,8.5,9.474,2.469,89.338,128.354,0.288,3.319,5.928,5.007,4.521,1605.052
Cheal-C4,Clean,1976.628,8.5,9.703,2.466,91.25,124.419,0.296,3.298,5.931,4.988,4.479,1605.165
Cheal-C4,Clean,1976.78,8.5,9.859,2.466,92.165,125.419,0.302,3.293,6.141,5.161,4.58,1605.277
Cheal-C4,Clean,1976.933,8.5,9.707,2.471,90.75,122.233,0.291,3.295,6.09,5.121,4.563,1605.39
Cheal-C4,Clean,1977.085,8.5,9.642,2.474,91.5,125.357,0.281,3.297,5.993,5.049,4.539,1605.503
Cheal-C4,Clean,1977.238,8.5,9.582,2.475,91.25,123.397,0.272,3.299,5.695,4.806,4.338,1605.616
Cheal-C4,Clean,1977.39,8.5,9.763,2.475,91.75,123.702,0.273,3.313,5.724,4.828,4.326,1605.729
Cheal-C4,Clean,1977.542,8.5,9.699,2.482,92.494,123.91,0.28,3.326,6.303,5.305,4.7,1605.841
Cheal-C4,Clean,1977.695,8.5,9.562,2.481,87.174,123.842,0.279,3.308,5.978,5.06,4.536,1605.954
Cheal-C4,Clean,1977.847,8.5,9.642,2.468,88.504,119.496,0.289,3.27,6.058,5.121,4.582,1606.067
Cheal-C4,Clean,1978,8.5,9.763,2.459,89.629,120.299,0.292,3.246,6.535,5.528,4.871,1606.18
Cheal-C4,Clean,1978.152,8.5,9.65,2.456,88.246,119.391,0.304,3.251,6.115,5.18,4.61,1606.296
Cheal-C4,Clean,1978.304,8.5,9.667,2.473,87.246,121.851,0.299,3.267,5.724,4.828,4.338,1606.411
Cheal-C4,Clean,1978.457,8.5,9.498,2.481,90.254,119.536,0.294,3.261,5.821,4.885,4.411,1606.527
Cheal-C4,Clean,1978.609,8.5,9.731,2.476,84.246,122.42,0.285,3.259,5.92,4.968,4.472,1606.641
Cheal-C4,Clean,1978.762,8.5,9.823,2.463,89.179,126.7,0.276,3.271,5.876,4.949,4.43,1606.754
Cheal-C4,Clean,1978.914,8.5,9.763,2.463,88.328,123.499,0.28,3.294,6.07,5.106,4.608,1606.866
Cheal-C4,Clean,1979.066,8.5,9.658,2.474,89.168,116.948,0.303,3.313,6.134,5.15,4.599,1606.979
Cheal-C4,Clean,1979.219,8.5,9.715,2.486,88,114.697,0.298,3.329,5.893,4.954,4.468,1607.092
Cheal-C4,Clean,1979.371,8.5,9.703,2.483,90.5,117.628,0.297,3.345,6.14,5.151,4.631,1607.205
Cheal-C4,Clean,1979.524,8.5,9.586,2.484,88.875,121.729,0.291,3.342,6.444,5.41,4.894,1607.318
Cheal-C4,Clean,1979.676,8.5,9.538,2.477,89.5,125.129,0.279,3.311,6.412,5.376,4.829,1607.434
Cheal-C4,Clean,1979.828,8.5,9.606,2.473,87.629,124.157,0.274,3.276,5.823,4.891,4.359,1607.549
Cheal-C4,Clean,1979.981,8.5,9.594,2.478,89.25,123.741,0.272,3.259,5.832,4.916,4.348,1607.666
Cheal-C4,Clean,1980.133,8.5,9.45,2.49,89.75,119.506,0.29,3.253,6.463,5.463,4.835,1607.778
Cheal-C4,Clean,1980.286,8.5,9.474,2.479,87,120.922,0.287,3.238,6.432,5.436,4.763,1607.892
Cheal-C4,Clean,1980.438,8.5,9.314,2.448,84.75,116.624,0.294,3.232,5.992,5.061,4.437,1608.004
Cheal-C4,Clean,1980.59,8.5,9.45,2.413,84.5,117.409,0.283,3.233,5.402,4.571,4.062,1608.117
Cheal-C4,Clean,1980.743,8.5,9.362,2.403,94.292,115.348,0.281,3.241,5.221,4.427,3.904,1608.23
Cheal-C4,Clean,1980.895,8.5,9.378,2.419,95.833,117.779,0.286,3.234,5.504,4.648,4.069,1608.342
Cheal-C4,Clean,1981.048,8.5,9.234,2.438,97.25,117.687,0.306,3.231,5.775,4.892,4.247,1608.457
Cheal-C4,Clean,1981.2,8.5,9.45,2.456,92.75,119.064,0.296,3.237,5.838,4.966,4.285,1608.572
Cheal-C4,Clean,1981.352,8.5,9.498,2.454,91,121.305,0.302,3.262,5.91,5.026,4.324,1608.688
Cheal-C4,Clean,1981.505,8.5,9.426,2.459,88.915,122.849,0.284,3.278,5.999,5.096,4.402,1608.804
Cheal-C4,Clean,1981.657,8.5,9.45,2.455,88.165,125.449,0.288,3.276,5.699,4.85,4.211,1608.916
Cheal-C4,Clean,1981.81,8.5,9.65,2.458,92.663,127.28,0.287,3.261,5.47,4.65,4.07,1609.029
Cheal-C4,Clean,1981.962,8.5,9.634,2.452,90.75,123.508,0.289,3.259,6.152,5.215,4.624,1609.142
Cheal-C4,Clean,1982.114,8.5,9.458,2.456,92.25,121.231,0.278,3.254,6.661,5.649,5.023,1609.254
Cheal-C4,Clean,1982.267,8.5,9.294,2.452,87.25,119.773,0.288,3.227,6.067,5.146,4.538,1609.368
Cheal-C4,Clean,1982.419,8.5,9.57,2.456,93.166,122.404,0.29,3.194,5.873,4.971,4.39,1609.48
Cheal-C4,Clean,1982.572,8.5,9.562,2.457,97.871,122.366,0.31,3.195,5.957,5.053,4.471,1609.593
Cheal-C4,Clean,1982.724,8.5,9.386,2.461,90.5,121.261,0.317,3.239,5.791,4.906,4.336,1609.706
Cheal-C4,Clean,1982.876,8.5,9.474,2.471,90.75,126.184,0.319,3.284,5.562,4.697,4.169,1609.818
Cheal-C4,Clean,1983.029,8.5,9.498,2.483,90.5,129.385,0.302,3.302,5.816,4.897,4.29,1609.932
Cheal-C4,Clean,1983.181,8.5,9.594,2.501,88.588,131.637,0.282,3.296,6.142,5.18,4.47,1610.048
Cheal-C4,Clean,1983.334,8.5,9.739,2.497,90.835,129.873,0.279,3.294,6.079,5.156,4.477,1610.164
Cheal-C4,Clean,1983.486,8.5,9.498,2.494,88.321,123.067,0.275,3.313,6.316,5.375,4.674,1610.279
Cheal-C4,Clean,1983.638,8.5,10.148,2.488,88.165,122.568,0.283,3.336,6.295,5.34,4.624,1610.392
Cheal-C4,Clean,1983.791,8.5,10.28,2.482,90.25,119.4,0.29,3.341,5.606,4.762,4.136,1610.505
Cheal-C4,Clean,1983.943,8.5,9.955,2.471,92,121.015,0.289,3.312,5.859,4.994,4.463,1610.618
Cheal-C4,Clean,1984.096,8.5,10.148,2.46,89.5,128.057,0.282,3.28,6.191,5.269,4.819,1610.731
Cheal-C4,Clean,1984.248,8.5,10.16,2.468,89.913,134.315,0.275,3.277,6.072,5.168,4.668,1610.844
Cheal-C4,Clean,1984.4,8.5,10.292,2.475,86.25,133.505,0.28,3.297,5.8,4.928,4.49,1610.956
Cheal-C4,Clean,1984.553,8.5,10.34,2.482,93.328,129.6,0.298,3.301,5.887,5.005,4.593,1611.07
Cheal-C4,Clean,1984.705,8.5,9.883,2.483,91.75,123.869,0.303,3.281,5.923,5.033,4.632,1611.186
Cheal-C4,Clean,1984.858,8.5,9.667,2.493,90.75,122.793,0.301,3.264,5.78,4.92,4.542,1611.302
Cheal-C4,Clean,1985.01,8.5,9.675,2.498,86.67,119.801,0.293,3.276,6.285,5.329,4.738,1611.417
Cheal-C4,Clean,1985.162,8.5,10.091,2.502,89,123.419,0.289,3.306,6.136,5.238,4.566,1611.53
Cheal-C4,Clean,1985.315,8.5,9.955,2.495,87.498,125.308,0.301,3.337,6.06,5.166,4.506,1611.643
Cheal-C4,Clean,1985.467,8.5,9.859,2.489,89.913,129.765,0.3,3.347,6.142,5.218,4.686,1611.756
Cheal-C4,Clean,1985.62,8.5,9.915,2.484,92.413,131.762,0.301,3.342,6.152,5.225,4.71,1611.869
Cheal-C4,Clean,1985.772,8.5,9.811,2.477,93.5,129.791,0.299,3.313,6.16,5.223,4.642,1611.981
Cheal-C4,Clean,1985.924,8.5,9.667,2.464,94.5,125.754,0.293,3.29,5.692,4.833,4.3,1612.094
Cheal-C4,Clean,1986.077,8.5,9.851,2.448,95,125.701,0.296,3.279,5.615,4.761,4.238,1612.208
Cheal-C4,Clean,1986.229,8.5,10.139,2.442,94.371,127.655,0.28,3.294,5.489,4.643,4.105,1612.324
Cheal-C4,Clean,1986.382,8.5,9.987,2.447,93.5,120.655,0.285,3.301,5.403,4.583,4.07,1612.44
Cheal-C4,Clean,1986.534,8.5,9.61,2.462,93.33,116.693,0.303,3.288,5.76,4.897,4.34,1612.555
Cheal-C4,Clean,1986.686,8.5,10.051,2.478,92.75,119.371,0.311,3.265,6.112,5.183,4.55,1612.668
Cheal-C4,Clean,1986.839,8.5,9.907,2.484,92.251,123.319,0.304,3.255,6.187,5.251,4.498,1612.781
Cheal-C4,Clean,1986.991,8.5,9.883,2.49,89.999,120.983,0.285,3.26,6.057,5.134,4.458,1612.893
Cheal-C4,Clean,1987.144,8.5,9.963,2.491,88,125.006,0.292,3.272,5.76,4.874,4.297,1613.007
Cheal-C4,Clean,1987.296,8.5,9.642,2.492,89.662,125.577,0.291,3.298,5.987,5.06,4.446,1613.119
Cheal-C4,Clean,1987.448,8.5,9.883,2.487,89.75,123.994,0.282,3.325,6.304,5.301,4.709,1613.232
Cheal-C4,Clean,1987.601,8.5,9.683,2.483,88.335,116.916,0.267,3.321,5.917,4.988,4.405,1613.347
Cheal-C4,Clean,1987.753,8.5,9.971,2.483,91.504,115.724,0.28,3.275,5.624,4.721,4.187,1613.462
Cheal-C4,Clean,1987.906,8.5,9.667,2.484,90.665,116.389,0.286,3.218,5.94,4.977,4.367,1613.579
Cheal-C4,Clean,1988.058,8.5,9.667,2.487,89.835,115.316,0.292,3.211,5.712,4.798,4.288,1613.693
Cheal-C4,Clean,1988.21,8.5,9.835,2.485,90.317,116.436,0.28,3.258,6.063,5.071,4.504,1613.805
Cheal-C4,Clean,1988.363,8.5,9.843,2.482,91.673,120.075,0.297,3.307,6.314,5.281,4.679,1613.919
Cheal-C4,Clean,1988.515,8.5,9.883,2.48,85.003,124.751,0.3,3.319,5.813,4.881,4.414,1614.031
Cheal-C4,Clean,1988.668,8.5,9.851,2.479,88.165,128.32,0.304,3.306,5.828,4.924,4.554,1614.144
Cheal-C4,Clean,1988.82,8.5,10.164,2.486,87.246,127.197,0.303,3.31,6.436,5.416,4.93,1614.257
Cheal-C4,Clean,1988.972,8.5,9.979,2.494,95.5,120.773,0.314,3.312,5.597,4.72,4.224,1614.369
Cheal-C4,Clean,1989.125,8.5,9.871,2.503,92.994,117.384,0.305,3.293,6.222,5.239,4.632,1614.485
Cheal-C4,Clean,1989.277,8.5,9.835,2.501,87.587,115.179,0.299,3.268,6.52,5.499,4.826,1614.601
Cheal-C4,Clean,1989.43,8.5,9.923,2.494,90,117.557,0.304,3.279,6.55,5.531,4.763,1614.717
Cheal-C4,Clean,1989.582,8.5,9.811,2.48,90.247,117.574,0.303,3.326,6.277,5.294,4.57,1614.831
Cheal-C4,Clean,1989.734,8.5,9.642,2.479,88,122.165,0.307,3.38,5.802,4.9,4.243,1614.943
Cheal-C4,Clean,1989.887,8.5,9.763,2.485,91.252,124.209,0.285,3.396,5.659,4.775,4.137,1615.056
Cheal-C4,Clean,1990.039,8.5,9.602,2.496,90.001,124.193,0.3,3.38,5.637,4.763,4.111,1615.169
Cheal-C4,Clean,1990.192,8.5,9.795,2.497,90.587,121.832,0.315,3.353,5.662,4.789,4.16,1615.282
Cheal-C4,Clean,1990.344,8.5,9.967,2.493,89.5,126.252,0.341,3.342,5.569,4.703,4.093,1615.395
Cheal-C4,Clean,1990.496,8.5,9.739,2.488,89.75,126.238,0.333,3.355,6.311,5.333,4.544,1615.507
Cheal-C4,Clean,1990.649,8.5,9.707,2.488,90.376,124.949,0.338,3.371,5.851,4.958,4.242,1615.623
Cheal-C4,Clean,1990.801,8.5,9.366,2.491,86.25,119.144,0.323,3.37,5.852,4.94,4.22,1615.739
Cheal-C4,Clean,1990.954,8.5,9.891,2.498,92.527,118.261,0.319,3.348,5.998,5.056,4.318,1615.855
Cheal-C4,Clean,1991.106,8.5,10.111,2.493,90,121.33,0.297,3.319,6.193,5.217,4.466,1615.969
Cheal-C4,Clean,1991.258,8.5,10.099,2.47,85.13,129.15,0.288,3.303,6.654,5.619,4.979,1616.081
Cheal-C4,Clean,1991.411,8.5,9.963,2.445,89,127.632,0.283,3.296,6.028,5.108,4.538,1616.194
Cheal-C4,Clean,1991.563,8.5,9.811,2.432,85.5,128.28,0.302,3.307,5.607,4.746,4.093,1616.307
Cheal-C4,Clean,1991.716,8.5,9.859,2.448,81.248,118.268,0.316,3.332,5.592,4.718,3.977,1616.42
Cheal-C4,Clean,1991.868,8.5,9.723,2.447,70,118.598,0.304,3.348,6.391,5.379,4.424,1616.532
Cheal-C4,Clean,1992.02,8.5,9.907,2.42,70.845,118.295,0.28,3.315,7.311,6.117,4.736,1616.645
Cheal-C4,Clean,1992.173,8.5,9.642,2.376,84.5,116.049,0.275,3.24,6.004,5.01,3.884,1616.758
Cheal-C4,Clean,1992.325,8.5,9.246,2.36,89.625,116.446,0.314,3.187,5.445,4.55,3.617,1616.87
Cheal-C4,Clean,1992.478,8.5,9.282,2.372,88.001,116.74,0.323,3.183,5.105,4.283,3.484,1616.984
Cheal-C4,Clean,1992.63,8.5,9.618,2.385,88.25,122.954,0.311,3.202,5.522,4.628,3.721,1617.099
Cheal-C4,Clean,1992.782,8.5,9.691,2.396,90.25,122.921,0.317,3.204,5.704,4.768,3.808,1617.214
Cheal-C4,Clean,1992.935,8.5,9.186,2.411,89.5,122.451,0.323,3.188,5.659,4.732,3.775,1617.331
Cheal-C4,Clean,1993.087,8.5,9.258,2.42,88.75,123.159,0.33,3.181,5.537,4.622,3.684,1617.444
Cheal-C4,Clean,1993.24,8.5,9.105,2.439,86,119.295,0.313,3.181,5.815,4.868,3.799,1617.558
Cheal-C4,Clean,1993.392,8.5,9.418,2.455,87.5,122.337,0.299,3.19,5.773,4.839,3.825,1617.67
Cheal-C4,Clean,1993.544,8.5,9.37,2.471,88.837,118.449,0.284,3.195,5.851,4.888,3.907,1617.783
Cheal-C4,Clean,1993.697,8.5,9.715,2.471,89.5,123.642,0.271,3.198,5.971,4.988,4.045,1617.896
Cheal-C4,Clean,1993.849,8.5,9.546,2.461,89.25,117.841,0.281,3.198,6.12,5.079,4.175,1618.008
Cheal-C4,Clean,1994.002,8.5,9.546,2.447,91.75,124.844,0.288,3.202,5.836,4.812,4.027,1618.121
Cheal-C4,Clean,1994.154,8.5,8.929,2.427,88.913,120.301,0.287,3.217,5.749,4.728,3.933,1618.234
Cheal-C4,Clean,1994.306,8.5,9.101,2.411,88.337,120.916,0.318,3.228,6.255,5.101,4.23,1618.346
Cheal-C4,Clean,1994.459,8.5,8.64,2.415,90,119.442,0.316,3.231,6.265,5.102,4.199,1618.46
Cheal-C4,Clean,1994.611,8.5,9.474,2.427,92,123.052,0.326,3.23,6.174,5.047,4.168,1618.574
Cheal-C4,Clean,1994.764,8.5,9.65,2.445,89.164,128.202,0.29,3.25,6.149,5.06,4.202,1618.691
Cheal-C4,Clean,1994.916,8.5,9.899,2.459,88.75,125.246,0.299,3.3,6.276,5.169,4.402,1618.806
Cheal-C4,Clean,1995.068,8.5,10.083,2.466,86.251,125.798,0.283,3.35,6.75,5.57,4.858,1618.92
Cheal-C4,Clean,1995.221,8.5,10.027,2.46,86.5,123.593,0.275,3.365,6.206,5.116,4.534,1619.034
Cheal-C4,Clean,1995.373,8.5,9.931,2.441,86.587,123.875,0.261,3.349,6.291,5.201,4.636,1619.146
Cheal-C4,Clean,1995.526,8.5,9.835,2.422,89.081,123.11,0.283,3.33,5.747,4.752,4.298,1619.259
Cheal-C4,Clean,1995.678,8.5,9.867,2.418,90.25,120.764,0.297,3.318,5.783,4.767,4.184,1619.372
Cheal-C4,Clean,1995.83,8.5,9.799,2.421,87.5,120.668,0.306,3.295,5.85,4.856,4.192,1619.484
Cheal-C4,Clean,1995.983,8.5,9.871,2.447,92.375,119.34,0.319,3.257,6.031,5.01,4.335,1619.597
Cheal-C4,Clean,1996.135,8.5,9.222,2.465,88.917,120.816,0.326,3.222,6.703,5.578,4.757,1619.71
Cheal-C4,Clean,1996.288,8.5,9.578,2.482,88.913,124.732,0.297,3.202,6.46,5.419,4.618,1619.823
Cheal-C4,Clean,1996.44,8.5,9.931,2.487,87.255,127.361,0.278,3.215,6.146,5.166,4.326,1619.936
Cheal-C4,Clean,1996.592,8.5,10.027,2.492,85.75,126.544,0.293,3.244,6.389,5.357,4.583,1620.048
Cheal-C4,Clean,1996.745,8.5,10.376,2.492,85.006,125.732,0.301,3.27,6.244,5.236,4.633,1620.161
Cheal-C4,Clean,1996.897,8.5,9.963,2.471,87.5,130.205,0.284,3.264,6.079,5.111,4.629,1620.274
Cheal-C4,Clean,1997.05,8.5,9.915,2.443,85.002,130.477,0.281,3.249,5.699,4.779,4.423,1620.388
Cheal-C4,Clean,1997.202,8.5,9.847,2.42,86.163,131.454,0.284,3.245,5.603,4.68,4.187,1620.504
Cheal-C4,Clean,1997.354,8.5,9.186,2.412,85.75,125.906,0.311,3.277,5.43,4.537,3.987,1620.619
Cheal-C4,Clean,1997.507,8.5,9.462,2.439,85.25,128.064,0.307,3.309,5.572,4.637,3.95,1620.735
Cheal-C4,Clean,1997.659,8.5,9.843,2.471,84.587,127.231,0.31,3.318,6.127,5.138,4.206,1620.848
Cheal-C4,Clean,1997.812,8.5,9.534,2.488,90.75,123.106,0.296,3.298,6.501,5.473,4.423,1620.961
Cheal-C4,Clean,1997.964,8.5,10.035,2.469,89.167,124.613,0.301,3.305,6.37,5.376,4.455,1621.073
Cheal-C4,Clean,1998.116,8.5,10.015,2.438,85.25,123.671,0.293,3.343,5.934,5.016,4.145,1621.186
Cheal-C4,Clean,1998.269,8.5,9.795,2.43,90.842,124.764,0.296,3.387,5.583,4.71,4.067,1621.299
Cheal-C4,Clean,1998.421,8.5,9.739,2.423,89.25,122.849,0.299,3.371,5.881,4.967,4.281,1621.411
Cheal-C4,Clean,1998.574,8.5,9.751,2.422,89,122.667,0.312,3.311,5.74,4.844,4.115,1621.525
Cheal-C4,Clean,1998.726,8.5,9.891,2.414,89,121.67,0.314,3.242,5.803,4.899,4.107,1621.637
Cheal-C4,Clean,1998.878,8.5,9.314,2.414,88.163,120.442,0.312,3.232,5.798,4.891,4.082,1621.75
Cheal-C4,Clean,1999.031,8.5,9.438,2.417,86,118.423,0.324,3.27,5.982,5.022,4.244,1621.863
Cheal-C4,Clean,1999.183,8.5,9.362,2.425,87.501,122.055,0.322,3.318,5.625,4.679,4.05,1621.975
Cheal-C4,Clean,1999.336,8.5,9.474,2.438,89.25,114.782,0.325,3.341,5.746,4.771,4.145,1622.089
Cheal-C4,Clean,1999.488,8.5,9.458,2.455,87.519,121.594,0.314,3.346,5.702,4.721,4.117,1622.201
Cheal-C4,Clean,1999.64,8.5,9.081,2.468,83.326,116.321,0.295,3.367,5.524,4.576,3.961,1622.316
Cheal-C4,Clean,1999.793,8.5,8.857,2.486,73.337,124.733,0.253,3.429,5.516,4.569,3.936,1622.433
Cheal-C4,Clean,1999.945,8.5,9.077,2.521,69.415,121.139,0.215,3.559,5.823,4.817,4.045,1622.548
Cheal-C4,Clean,2000.098,8.5,9.186,2.57,68.25,113.06,0.207,3.727,6.653,5.502,4.512,1622.662
Cheal-C4,Clean,2000.25,8.5,8.793,2.585,67.5,100.825,0.218,3.818,6.861,5.746,4.828,1622.775
Cheal-C4,Clean,2000.402,8.5,9.294,2.556,67,101.145,0.222,3.751,5.875,4.896,4.297,1622.887
Cheal-C4,Clean,2000.555,8.5,9.073,2.515,85,111.453,0.236,3.576,6.065,5.049,4.418,1623.001
Cheal-C4,Clean,2000.707,8.5,9.366,2.487,88.963,121.824,0.258,3.423,6.066,5.044,4.48,1623.113
Cheal-C4,Clean,2000.86,8.5,9.169,2.489,89.585,125.606,0.268,3.35,5.889,4.897,4.37,1623.226
Cheal-C4,Clean,2001.012,8.5,9.294,2.484,88.249,124.574,0.288,3.321,5.803,4.825,4.286,1623.339
Cheal-C4,Clean,2001.164,8.5,9.137,2.478,87.75,124.539,0.312,3.309,5.836,4.854,4.282,1623.451
